A,B,C,G,Va,Vb,Vc,Ia,Ib,Ic
1,1,0,0,3.362777772,3.465973306,-6.82875131,52.68716331,-50.4851157,-2.202047517
1,1,0,0,3.346498242,3.449289769,-6.795788268,54.55756722,-48.14631275,-6.411254376
1,1,0,0,3.315879377,3.417818327,-6.733697986,56.11298357,-45.67683539,-10.43614809
1,1,0,0,3.305386959,3.407026022,-6.71241327,56.48179282,-44.99203478,-11.48975796
1,1,0,0,3.191531442,3.289830462,-6.481362244,58.72967469,-39.28615785,-19.44351676
1,1,0,0,3.118566042,3.214695291,-6.333261696,59.4178171,-36.36926728,-23.04854975
1,1,0,0,2.883411224,2.972461674,-5.85587333,60.1078568,-28.47088605,-31.63697068
1,1,0,0,2.64101002,2.722705049,-5.363715541,59.58087828,-21.54725664,-38.03362158
1,1,0,0,2.232018854,2.301244541,-4.533263917,57.23375801,-11.30033876,-45.9334192
1,1,0,0,1.442032706,1.487036511,-2.92906983,49.81248828,5.648245153,-55.46073342
1,1,0,0,0.6455172823,0.665988391,-1.311506311,39.90062725,20.34232222,-60.24294949
1,1,0,0,-0.6986450009,-0.7197493445,1.418393711,19.01045464,41.02992571,-60.04038039
1,1,0,0,-1.751177605,-1.804994524,3.556171535,-1.110941117,53.50923824,-52.39829722
1,1,0,0,-2.299098478,-2.370022073,4.669120009,-13.41032651,58.1999335,-44.7896071
1,1,0,0,-2.653656559,-2.735689897,5.38934596,-22.45962897,60.1554552,-37.69582634
1,1,0,0,-2.896396728,-2.986072704,5.882468977,-29.48981977,60.66733298,-31.17751333
1,1,0,0,-3.120325925,-3.217092467,6.337417991,-37.12766527,59.99746843,-22.86980329
1,1,0,0,-3.334950163,-3.438657067,6.773606928,-48.00808774,55.82686794,-7.818780341
1,1,0,0,-3.3532278,-3.457566029,6.810793547,-49.95292005,54.46222816,-4.50930825
1,1,0,0,-3.360736301,-3.465359519,6.826095556,-51.39743114,53.26167455,-1.864243557
1,1,0,0,-3.362169314,-3.466863951,6.82903301,-52.11350903,52.59595793,-0.4824490454
1,1,0,0,-3.362136329,-3.466849795,6.828985875,-52.62209284,52.09074925,0.5313434422
1,1,0,0,-3.361621922,-3.466332381,6.827954058,-52.94544687,51.75432908,1.191117648
1,1,0,0,-3.354966543,-3.459526544,6.81449286,-54.26812921,50.23788825,4.030240813
1,1,0,0,-3.35107683,-3.455535216,6.806611826,-54.6903627,49.69938217,4.990980381
1,1,0,0,-3.350257972,-3.45469452,6.804952272,-54.76781783,49.59735061,5.170467075
1,1,0,0,-3.334593149,-3.438597087,6.773190034,-55.86875614,48.02296712,7.845788875
1,1,0,0,-3.323783914,-3.427479365,6.751263085,-56.40491741,47.15814959,9.246767678
1,1,0,0,-3.317853552,-3.421377356,6.739230719,-56.65634528,46.72601126,9.930333869
1,1,0,0,-3.315411041,-3.418864245,6.734275099,-56.75304765,46.55482701,10.19822049
1,1,0,0,-3.314169089,-3.417586377,6.731755279,-56.80084455,46.46914673,10.33169768
1,1,0,0,-3.26666725,-3.368698103,6.635365193,-58.16798231,43.64918297,14.5187992
1,1,0,0,-3.263135937,-3.365062767,6.628198546,-58.24486742,43.46408555,14.78078172
1,1,0,0,-3.226648013,-3.327493561,6.554141432,-58.91615788,41.67357176,17.24258597
1,1,0,0,-3.096984417,-3.193945014,6.290929333,-60.2424559,36.36068171,23.88177405
1,1,0,0,-2.834701329,-2.923717553,5.758418843,-60.75620776,27.763126,32.99308162
1,1,0,0,-2.08048602,-2.14644027,4.226926365,-56.7138811,8.50952856,48.20435242
1,1,0,0,-1.452869622,-1.499519957,2.952389702,-50.57670637,-4.765890752,55.342597
1,1,0,0,-0.9514431231,-0.9826284461,1.934071736,-44.57667134,-14.28619757,58.86286881
1,1,0,0,-0.09771124288,-0.102490519,0.2002019488,-32.59918075,-28.75299636,61.35217704
1,1,0,0,0.8018322213,0.8249616063,-1.62679365,-17.78740873,-41.82910099,59.61650964
1,1,0,0,1.776981979,1.830488177,-3.607470024,1.088872312,-53.21878774,52.12991536
1,1,0,0,2.388269905,2.460910337,-4.849180162,15.0318979,-58.27512416,43.24322621
1,1,0,0,3.092409005,3.187279603,-6.279688682,35.53275338,-59.71761144,24.184858
1,1,0,0,3.351298309,3.454603033,-6.805901537,49.00426337,-54.39362261,5.389359233
1,1,0,0,3.36348285,3.467254343,-6.830737414,51.25232433,-52.55093736,1.298613022
1,1,0,0,3.362195968,3.466005528,-6.828201738,52.95113846,-50.83556507,-2.115573408
1,1,0,0,3.35799863,3.461713671,-6.819712554,53.69326406,-49.97429738,-3.718966698
1,1,0,0,3.274435778,3.37578951,-6.650225605,57.61288295,-43.53692387,-14.07595911
1,1,0,0,3.240420859,3.340773662,-6.581194852,58.30043298,-41.8125098,-16.48792321
1,1,0,0,3.212140802,3.311656164,-6.523797307,58.74276472,-40.50629974,-18.23646501
1,1,0,0,3.113104752,3.209667251,-6.322772375,59.73825044,-36.47795604,-23.26029444
1,1,0,0,3.072137783,3.167470262,-6.239608428,59.9834786,-34.97592584,-25.0075528
1,1,0,0,2.650575222,2.733131179,-5.383706868,59.89322278,-22.09861356,-37.79460927
1,1,0,0,1.786310872,1.842421543,-3.628732967,53.66880255,-1.658226122,-52.0105765
1,1,0,0,1.406304477,1.450736227,-2.857041285,49.67282099,6.086013091,-55.75883416
1,1,0,0,0.4237995324,0.4379293654,-0.8617295015,37.04746413,23.84376408,-60.89122833
1,1,0,0,-0.4908562825,-0.5050436799,0.9958993646,22.80556093,37.91710264,-60.72266372
1,1,0,0,-1.908411435,-1.966686601,3.875097604,-4.256609292,54.79648352,-50.53987435
1,1,0,0,-2.654684019,-2.736330322,5.391013999,-22.27417567,59.95419777,-37.68002223
1,1,0,0,-3.201434081,-3.300399177,6.50183301,-40.237296,59.02165309,-18.78435725
1,1,0,0,-3.266718432,-3.367791716,6.634509927,-43.36982,57.9331892,-14.56336936
1,1,0,0,-3.333932927,-3.437221408,6.771154159,-47.70507532,55.71422031,-8.00914515
1,1,0,0,-3.362600152,-3.466942704,6.829542732,-52.1969265,52.15297722,0.04394911801
1,1,0,0,-3.328264219,-3.431722545,6.759986696,-56.03442038,47.2986336,8.735786617
1,1,0,0,-3.275581524,-3.377512159,6.653093649,-57.79434818,43.93448618,13.85986184
1,1,0,0,-3.23984823,-3.340726885,6.580575097,-58.5275789,42.10838689,16.41919186
1,1,0,0,-3.187744421,-3.287073602,6.474818026,-59.28016921,39.75884058,19.52132847
1,1,0,0,-2.876282411,-2.966215931,5.842498423,-60.61996862,28.83863255,31.78133593
0,0,0,0,2.03546225,-7.097187657,5.061725423,-61.14228337,21.55231759,39.58996575
0,0,0,0,3.556477378,-7.474925424,3.91844806,-57.11913123,7.818039388,49.30109181
0,0,0,0,4.688937315,-7.518397177,2.829459877,-51.65615042,-3.642655455,55.29880585
0,0,0,0,5.604629393,-7.351901728,1.747272349,-45.14533335,-13.95472629,59.10005961
0,0,0,0,6.48760472,-6.925570826,0.4379661203,-36.10579988,-25.27393015,61.37973
0,0,0,0,7.012225618,-6.450621549,-0.5616040534,-28.43210745,-33.14477828,61.57688571
0,0,0,0,7.709230924,-4.940550282,-2.768680626,-9.098546629,-48.14152407,57.24007068
0,0,0,0,7.748784365,-3.482684209,-4.266100138,6.265575519,-56.0745894,49.80901386
0,0,0,0,7.552820118,-2.461132311,-5.091687789,15.86692117,-59.32048901,43.45356782
0,0,0,0,7.415383943,-2.001945479,-5.413438447,19.92582967,-60.26889826,40.34306856
0,0,0,0,6.641562433,-0.2589330896,-6.382629326,34.02183398,-61.26002038,27.23818639
0,0,0,0,5.73064865,1.147785083,-6.878433715,43.90978294,-59.09540565,15.1856227
0,0,0,0,4.62339705,2.460872127,-7.084269159,51.80454977,-54.41381227,2.609262491
0,0,0,0,3.80764651,3.252877989,-7.060524481,55.79864988,-50.05846405,-5.740185841
0,0,0,0,3.002357128,3.923416336,-6.925773445,58.58505365,-45.18364833,-13.40140533
0,0,0,0,2.935162231,3.974909657,-6.910071871,58.77128936,-44.75386647,-14.0174229
0,0,0,0,2.781941897,4.089895696,-6.871837575,59.17070252,-43.76129984,-15.40940269
0,0,0,0,2.394671432,4.365849164,-6.760520578,60.02772177,-41.17659077,-18.85113101
0,0,0,0,1.811517703,4.74320487,-6.554722554,60.92152562,-37.08720064,-23.83432498
0,0,0,0,0.9533902443,5.218438547,-6.171828772,61.40535887,-30.65585295,-30.74950593
0,0,0,0,0.1290122062,5.586808482,-5.715820669,60.95472561,-24.02172982,-36.9329958
0,0,0,0,-0.6295289109,5.84788351,-5.218354581,59.73131414,-17.5150999,-42.21621425
0,0,0,0,-0.7906512665,5.893338008,-5.102686723,59.36759739,-16.08138089,-43.28621651
0,0,0,0,-1.619914809,6.067945569,-4.448030741,56.87970781,-8.395810034,-48.48389779
0,0,0,0,-2.652901731,6.128635786,-3.475734036,52.15261282,1.987651664,-54.14026449
0,0,0,0,-3.929263096,5.880704266,-1.95144115,42.959355,16.48382641,-59.44318142
0,0,0,0,-4.628762714,5.504509062,-0.875746329,35.42614921,25.66780645,-61.09395566
0,0,0,0,-5.279694665,4.844254378,0.4354403072,25.19589953,35.81313821,-61.00903775
0,0,0,0,-5.541721674,4.390936057,1.150785637,19.13085707,40.86339068,-59.99424777
0,0,0,0,-5.832665277,1.982442095,3.850223202,-7.382658907,56.28225005,-48.89959116
0,0,0,0,-5.378352454,0.2417560885,5.136596385,-23.0992946,60.53294859,-37.433654
0,0,0,0,-4.604901291,-1.354233923,5.959135234,-35.65983884,60.72473157,-25.06489274
0,0,0,0,-4.371764068,-1.735066458,6.106830547,-38.40532623,60.26568494,-21.86035871
0,0,0,0,-3.665869181,-2.735115418,6.400984619,-45.12959866,58.08624987,-12.9566512
0,0,0,0,-2.952552315,-3.581374607,6.533926942,-50.21933622,55.035616,-4.816279769
0,0,0,0,-2.833233664,-3.710521792,6.543755476,-50.9419277,54.46122559,-3.519297883
0,0,0,0,-1.610090108,-4.872119962,6.482210086,-56.66494519,47.73356269,8.931382347
0,0,0,0,-0.6737492037,-5.594300958,6.268050179,-59.31268469,41.71827261,17.59441193
0,0,0,0,-0.4486253737,-5.749136688,6.19776208,-59.75427446,40.17461744,19.57965688
0,0,0,0,-0.2831707951,-5.858518106,6.14168892,-60.03302501,39.01721005,21.01581481
0,0,0,0,0.184999995,-6.148215117,5.963215142,-60.61631529,35.63941699,24.97689816
0,0,0,0,0.328908235,-6.231478655,5.90257044,-60.7355825,34.57104465,26.16453771
1,0,0,1,0.7149625498,-6.749186529,4.301700229,-57.34579014,9.624848878,47.68999098
1,0,0,1,0.2823466505,-5.128263216,-1.349502684,-20.25895353,-40.56339966,60.19585207
1,0,0,1,-0.3318293147,0.8146485496,-6.288736381,35.24344822,-60.88257875,24.12952015
1,0,0,1,-0.6311128722,5.350927384,-6.3561957,58.81791007,-37.94958943,-22.65542838
1,0,0,1,-0.5884564731,6.812788298,-3.325915562,50.98112212,1.150573514,-53.62780568
1,0,0,1,-0.0528620113,3.329660407,3.456701151,-1.077637753,53.50575097,-52.79484236
1,0,0,1,0.5043451771,-2.913536099,6.78198875,-49.69873773,55.59239296,-5.312075155
1,0,0,1,0.6613128879,-6.428074493,5.230901866,-59.69761218,21.22838395,39.21603014
1,0,0,1,0.4351464402,-6.218347898,0.5982160566,-35.08185855,-25.7694497,61.11281906
1,0,0,1,-0.1474207187,-1.327724272,-5.170547003,19.16777267,-60.22189189,40.32412538
1,0,0,1,-0.5886454393,4.333401706,-6.756892209,56.12275212,-47.24835428,-10.20637734
1,0,0,1,-0.6557082364,6.302879403,-5.418113206,59.39684744,-23.10582789,-37.61882079
1,0,0,1,-0.4533199149,6.307593026,-0.9795747053,36.9415913,23.00119686,-60.75754004
1,0,0,1,0.331811336,-0.7193872149,6.205176047,-35.28105344,61.04412077,-25.17976032
1,0,0,1,0.6174918256,-4.855874833,6.575009305,-58.22660209,43.35982886,15.84218167
0,0,0,0,3.586422618,-6.863490972,3.277068321,-52.30844861,-1.181087305,53.48953609
0,0,0,0,4.387529893,-6.77353985,2.386009921,-47.23466155,-9.996400092,57.23106181
0,0,0,0,5.67414964,-6.202123291,0.5279736104,-34.66050552,-26.37957152,61.0400772
0,0,0,0,6.12448582,-5.772236311,-0.3522495511,-27.87747201,-33.31311758,61.19058974
0,0,0,0,6.584725176,-5.008968518,-1.575756704,-17.58861975,-42.09074731,59.6793672
0,0,0,0,6.643842612,-4.85698657,-1.786856088,-15.70828107,-43.49992675,59.20820796
0,0,0,0,6.870519594,-3.344560067,-3.525959576,1.13253943,-53.76074052,52.6282012
0,0,0,0,6.734392943,-2.204070845,-4.53032215,12.24246261,-58.3052102,46.0627477
0,0,0,0,6.67532346,-1.945967996,-4.729355517,14.61034057,-59.03990371,44.42956325
0,0,0,0,6.549795094,-1.495992869,-5.053802279,18.62150371,-60.08637015,41.46486654
0,0,0,0,6.371455843,-0.9782175097,-5.393238387,23.06152025,-60.93847427,37.87695412
0,0,0,0,5.976657383,-0.07343529179,-5.903222146,30.38918789,-61.56391133,31.17472354
0,0,0,0,5.852829637,0.1698683142,-6.022698007,32.26795054,-61.54864331,29.28069287
0,0,0,0,5.825303001,0.2220457725,-6.047348829,32.66582215,-61.53528722,28.86946516
0,0,0,0,4.779943759,1.86360361,-6.643547427,44.25351589,-59.25427995,15.00076414
0,0,0,0,4.595922907,2.104454146,-6.700377112,45.7945609,-58.60162187,12.80706106
0,0,0,0,3.879045633,2.951430905,-6.830476598,50.85183321,-55.5832627,4.731429572
0,0,0,0,3.635935423,3.210720169,-6.846655652,52.27739854,-54.41413626,2.136737793
0,0,0,0,3.566549665,3.282446491,-6.848996216,52.66066267,-54.06859462,1.407932023
0,0,0,0,3.557566797,3.29166099,-6.849227847,52.7095411,-54.02348803,1.313947009
0,0,0,0,3.548442282,3.301004187,-6.849446528,52.75901817,-53.9775837,1.218565611
0,0,0,0,3.539470282,3.310174943,-6.849645285,52.80749958,-53.93236192,1.124862416
0,0,0,0,3.523648887,3.32630766,-6.849956607,52.89258658,-53.85241294,0.9598264414
0,0,0,0,3.509184857,3.341012734,-6.850197651,52.96992207,-53.77909611,0.8091741173
0,0,0,0,3.50214433,3.34815559,-6.85029998,53.00741046,-53.74333018,0.7359197993
0,0,0,0,3.49269756,3.357724277,-6.850421897,53.05755179,-53.6952604,0.6377086904
0,0,0,0,3.48102287,3.369525348,-6.850548278,53.11926662,-53.63572737,0.5164608211
0,0,0,0,3.469285144,3.381363157,-6.850648361,53.18103499,-53.57573237,0.3946974538
0,0,0,0,3.449048765,3.401708832,-6.850757657,53.2868708,-53.4719688,0.1850980782
0,0,0,0,3.430363822,3.42042395,-6.850787833,53.3838593,-53.37579192,-0.008067309248
0,0,0,0,3.382937321,3.467624593,-6.850561975,53.62690215,-53.13009861,-0.496803462
0,0,0,0,3.247541077,3.600039928,-6.847581065,54.29647061,-52.41647356,-1.87999697
0,0,0,0,3.022453235,3.812768472,-6.835221768,55.33281728,-51.19155555,-4.14126165
0,0,0,0,3.003037648,3.830698536,-6.833736245,55.41786203,-51.08371301,-4.334148943
0,0,0,0,2.94285885,3.885860039,-6.828718949,55.67717848,-50.74730449,-4.929873908
0,0,0,0,2.917422936,3.908989078,-6.826412075,55.78485399,-50.6041446,-5.180709316
0,0,0,0,2.022674524,4.656715968,-6.679390554,58.8895413,-45.22543472,-13.66410651
0,0,0,0,1.764568217,4.85017874,-6.614747019,59.55475455,-43.55825277,-15.99650171
0,0,0,0,0.6030873432,5.609175963,-6.21226337,61.39058129,-35.47540935,-25.91517187
0,0,0,0,-0.03113310475,5.950242356,-5.919109315,61.63186969,-30.68051376,-30.95135586
0,0,0,0,-0.3335828379,6.095040636,-5.761457862,61.56188194,-28.30124549,-33.26063639
0,0,0,0,-1.406985958,6.51480161,-5.107815717,60.33668261,-19.36815991,-40.96852264
0,0,0,0,-2.239765017,6.734238302,-4.494473352,58.28388059,-11.88672918,-46.39715136
0,0,0,0,-2.842047078,6.829143209,-3.987096198,56.13734242,-6.145147612,-49.99219475
0,0,0,0,-3.763175639,6.853794551,-3.09061898,51.60380055,3.260263782,-54.86406428
0,0,0,0,-5.844584614,6.057140049,-0.2125555072,32.51130934,28.92456891,-61.43587823
0,0,0,0,-6.594060231,4.992534636,1.601525523,17.56059037,42.1872716,-59.74786196
0,0,0,0,-6.840189638,4.055522211,2.784667355,6.550515159,49.57815028,-56.12866542
0,0,0,0,-6.827772174,2.695232121,4.13253998,-7.512316794,56.47771468,-48.96539787
0,0,0,0,-6.202271005,0.5413559492,5.66091498,-26.63317249,61.12344048,-34.49026795
0,0,0,0,-4.540762936,-2.173976355,6.714739213,-46.20752345,57.92703555,-11.71951207
0,0,0,0,-4.452385149,-2.283624424,6.736009495,-46.88753252,57.57713153,-10.68959897
0,0,0,0,-3.943584065,-2.87433543,6.817919417,-50.38149354,55.35287401,-4.971380435
0,0,0,0,-3.622747733,-3.215481886,6.83822954,-52.25933652,53.78821953,-1.528882974
0,0,0,0,-3.613810235,-3.224672461,6.838482618,-52.30840119,53.74301503,-1.434613804
0,0,0,0,-3.525270615,-3.31484433,6.840114867,-52.78538008,53.29066778,-0.5052876625
0,0,0,0,-3.515711118,-3.324486035,6.840197075,-52.83590278,53.24134192,-0.405439105
0,0,0,0,-3.505696352,-3.334567483,6.840263757,-52.8886298,53.18956633,-0.3009364961
0,0,0,0,-3.498463254,-3.341836403,6.840299579,-52.92658346,53.1521079,-0.2255244081
0,0,0,0,-3.491788548,-3.348535007,6.840323476,-52.96151203,53.11749384,-0.1559817754
0,0,0,0,-3.481725964,-3.358617038,6.840342924,-53.01399717,53.06522494,-0.05122773045
0,0,0,0,-3.476378158,-3.363967085,6.840345164,-53.04180662,53.0374045,0.00440214457
0,0,0,0,-3.471598822,-3.368743678,6.840342422,-53.06661067,53.01251682,0.0540938833
0,0,0,0,-3.463325995,-3.377001193,6.84032711,-53.10943575,52.96938261,0.1400531697
0,0,0,0,-3.455827109,-3.384474649,6.84030168,-53.14813456,52.93022393,0.2179106549
0,0,0,0,-3.448693199,-3.391574196,6.840267316,-53.18484428,52.8929185,0.291925813
0,0,0,0,-3.441918218,-3.398307379,6.840225519,-53.2196119,52.85744259,0.3621693436
0,0,0,0,-3.435194533,-3.404980775,6.84017523,-53.25402486,52.8221897,0.4318351867
0,0,0,0,-3.428286445,-3.411828073,6.840114441,-53.28928694,52.78592278,0.5033641906
0,0,0,0,-3.421219274,-3.418823509,6.840042705,-53.32526196,52.74877127,0.5764907216
0,0,0,0,-3.415092396,-3.424880397,6.839972715,-53.35636951,52.71652244,0.639847104
0,0,0,0,-3.400760109,-3.439020745,6.839780775,-53.4288449,52.6409384,0.7879065277
0,0,0,0,-3.394131706,-3.445547044,6.839678672,-53.46222492,52.60591325,0.8563117048
0,0,0,0,-3.388531526,-3.451054404,6.839585852,-53.49035886,52.5762874,0.9140714949
0,0,0,0,-3.380702035,-3.458744077,6.839446034,-53.52958801,52.53481614,0.9947719044
0,0,0,0,-3.371840783,-3.467432982,6.839273687,-53.57384033,52.48780686,1.086033506
0,0,0,0,-3.364531695,-3.474588668,6.839120284,-53.61022456,52.44897367,1.161250921
0,0,0,0,-3.352946867,-3.485909582,6.838856371,-53.66767754,52.38731597,1.280361607
0,0,0,0,-3.328691933,-3.509529797,6.838221653,-53.78711284,52.25779917,1.529313703
0,0,0,0,-3.322927624,-3.515126969,6.838054515,-53.81532811,52.22693451,1.588393639
0,0,0,0,-3.316537918,-3.521324116,6.837861955,-53.84652894,52.19268347,1.653845495
0,0,0,0,-3.307148085,-3.530417099,6.837565106,-53.89223526,52.1422789,1.749956392
0,0,0,0,-3.291128802,-3.545891933,6.837020657,-53.96981675,52.05609072,1.913726058
0,0,0,0,-3.266300201,-3.569782385,6.836082508,-54.08908296,51.92201793,2.16706507
0,0,0,0,-2.837548356,-3.964951134,6.802499411,-55.9681902,49.51681268,6.451377551
0,0,0,0,-2.761838902,-4.031456741,6.793295564,-56.26602361,49.0751527,7.190870941
0,0,0,0,-2.568305877,-4.197217169,6.765522967,-56.9832995,47.92417366,9.059125875
0,0,0,0,-1.66908016,-4.892626118,6.561706199,-59.53990141,42.18899398,17.35090746
0,0,0,0,-1.018018855,-5.325191137,6.343209912,-60.65479392,37.66930549,22.98548846
0,0,0,0,0.2209837438,-5.995770351,5.774786527,-61.19262203,28.27699585,32.91562621
0,0,0,0,2.189707637,-6.649374486,4.459666768,-57.77296574,11.21744286,46.55552291
0,0,0,0,2.839231471,-6.742197696,3.902966144,-55.37061101,4.952160116,50.41845092
0,0,0,0,4.122648938,-6.696842137,2.574193117,-48.25022098,-8.615456333,56.86567733
0,0,0,0,4.817123612,-6.502321924,1.68519823,-42.63429299,-16.83948136,59.47377437
0,0,0,0,5.802062411,-5.870955698,0.06889320466,-30.98238394,-30.34945845,61.3318424
0,0,0,0,6.384083463,-5.051914566,-1.332168981,-19.47182914,-40.64946666,60.12129581
0,0,0,0,6.702835218,-3.9263269,-2.776508402,-6.14693252,-49.80768119,55.9546137
0,0,0,0,6.700004958,-2.715733554,-3.984271487,6.393184313,-56.06874184,49.67555752
0,0,0,0,6.446538162,-1.497756583,-4.948781663,17.71042924,-59.76614277,42.05571351
0,0,0,0,5.703540654,0.2961361267,-5.999676864,32.4620326,-61.3745768,28.91254419
0,0,0,0,5.483042231,0.6939930084,-6.177035323,35.44461079,-61.15297399,25.70836317
0,0,0,0,3.839270569,2.937922548,-6.777193196,50.19121464,-55.75044471,5.559230099
0,0,0,0,3.567738613,3.231241785,-6.798980478,51.82493929,-54.45624312,2.631303861
0,0,0,0,3.415180843,3.38912623,-6.804307153,52.67111641,-53.69320425,1.022087873
0,0,0,0,3.382738035,3.422091837,-6.804829952,52.844737,-53.52776978,0.6830328009
0,0,0,0,3.339818139,3.465382277,-6.805200495,53.07109626,-53.30724261,0.2361463756
0,0,0,0,3.290469172,3.514710849,-6.8051801,53.32673177,-53.05136406,-0.2753676892
0,0,0,0,3.225566994,3.578872106,-6.80443918,53.65550933,-52.71112215,-0.9443871546
0,0,0,0,3.202837885,3.601152551,-6.803990515,53.76868015,-52.59098157,-1.177698547
0,0,0,0,3.145501926,3.656925002,-6.802427007,54.04968463,-52.28567602,-1.764008576
0,0,0,0,3.113763228,3.687535023,-6.801298331,54.20250672,-52.11530562,-2.087201071
0,0,0,0,2.85273155,3.932381621,-6.785113251,55.38778322,-50.67827308,-4.709510118
0,0,0,0,2.476983345,4.264333427,-6.741316851,56.88133883,-48.50327176,-8.378067045
0,0,0,0,2.234712655,4.466316263,-6.701028998,57.71935424,-47.03833938,-10.68101483
0,0,0,0,1.816177234,4.79433614,-6.610513454,58.95017166,-44.39903423,-14.5511374
0,0,0,0,-0.1217162971,6.001203723,-5.879487507,61.41331613,-30.55916522,-30.8541509
1,1,0,1,1.982181398,2.180399545,-5.088875251,60.08588665,-19.12401193,-40.96493945
1,1,0,1,0.9331732615,1.005071162,-4.563972925,58.4259388,-12.78006948,-45.6835171
1,1,0,1,0.1948345663,0.255995627,-3.85515465,55.48443653,-4.91075739,-50.67948908
1,1,0,1,-0.6108546913,-0.6284725428,1.313083697,20.66295844,39.2001522,-60.22100364
1,1,0,1,-0.2701025186,-0.3669051614,6.439539589,-38.23399579,58.88893096,-20.41469692
1,1,0,1,0.2900169777,0.20455517,5.614004556,-59.35114117,25.58514697,34.92173585
1,1,0,1,0.5967419837,0.5861380763,0.6670045152,-34.57078466,-24.89607757,61.02441128
1,1,0,1,0.3690393887,0.4577447157,-5.807285716,29.04284128,-60.160968,32.06187635
1,1,0,1,-0.1376050805,-0.03788340836,-6.461546407,59.42173993,-40.01457641,-19.46180598
1,1,0,1,-0.5198588982,-0.4711380715,-3.0720521,50.93876852,3.050833918,-54.73133422
1,1,0,1,-0.5600717731,-0.6118966892,3.512709387,-0.3356748806,52.29745507,-52.70917574
1,1,0,1,-0.146177811,-0.248896334,6.785044528,-47.32202471,55.52983791,-8.169318029
1,1,0,1,0.3405034454,0.2599266763,5.266415849,-59.16949576,20.81506764,39.23836167
1,1,0,1,0.6092257613,0.6299390545,-1.403724775,-18.55965821,-40.19023192,59.98737214
1,1,0,1,0.1475381144,0.2506583303,-6.736915164,47.43188615,-55.82896487,8.667972842
1,1,0,1,-0.2988233103,-0.212468468,-5.579367406,60.17955957,-25.6504639,-35.07346474
0,0,0,0,-1.446386807,6.517486528,-5.071099772,60.00097835,-19.04153107,-40.95944737
0,0,0,0,-2.096627045,6.694515656,-4.597888662,58.46607242,-13.20895906,-45.25711345
0,0,0,0,-3.482272746,6.854454658,-3.372181961,52.94112673,0.3482086638,-53.28933548
0,0,0,0,-5.185278171,6.483419846,-1.29814172,40.26249518,19.95707588,-60.21957115
0,0,0,0,-5.454246394,6.332599733,-0.8783533842,37.3034435,23.53292872,-60.83637231
0,0,0,0,-6.548215496,5.05394986,1.494265594,18.36789846,41.53205874,-59.89995728
0,0,0,0,-6.860781655,3.370189048,3.490592568,-0.7180105607,53.52343401,-52.80542353
0,0,0,0,-6.700468793,2.083121714,4.617347042,-13.23687836,58.54549204,-45.30861376
0,0,0,0,-6.418311683,1.122067416,5.29624423,-21.74214475,60.60955142,-38.86740675
0,0,0,0,-6.049049605,0.2348583591,5.814191211,-29.02961078,61.38616296,-32.35655226
0,0,0,0,-5.493233691,-0.7974188224,6.290652479,-36.85413746,60.98055574,-24.12641835
0,0,0,0,-4.426539005,-2.308005362,6.734544334,-46.98980598,57.75851645,-10.76871054
0,0,0,0,-3.518021997,-3.32187688,6.839898847,-52.79349432,53.59811989,-0.8046256331
0,0,0,0,-3.497254236,-3.342917774,6.840171978,-52.90401103,53.49193431,-0.5879233457
0,0,0,0,-3.487752732,-3.352515714,6.840268415,-52.95427787,53.44320503,-0.4889272375
0,0,0,0,-3.477648971,-3.362702457,6.840351397,-53.00752791,53.39128546,-0.3837576265
0,0,0,0,-3.469959474,-3.370441629,6.840401072,-53.04791418,53.35170195,-0.303787843
0,0,0,0,-3.459223405,-3.381227622,6.840450996,-53.10409988,53.29633461,-0.1922348021
0,0,0,0,-3.450815862,-3.389658491,6.840474322,-53.14793598,53.25289393,-0.1049580178
0,0,0,0,-3.443535126,-3.396948266,6.840483361,-53.18578123,53.21521737,-0.02943620834
0,0,0,0,-3.435040934,-3.405439939,6.840480842,-53.22979851,53.17119358,0.05860486433
0,0,0,0,-3.42838123,-3.412087852,6.84046905,-53.26420755,53.13662662,0.1275808654
0,0,0,0,-3.421310737,-3.419136402,6.840447108,-53.30064128,53.09987856,0.200762648
0,0,0,0,-3.409692357,-3.430697699,6.840390026,-53.36029183,53.03938426,0.3209074977
0,0,0,0,-3.386820623,-3.453380982,6.840201574,-53.47692958,52.91990132,0.5570281957
0,0,0,0,-3.369931792,-3.470066211,6.839997972,-53.5623881,52.83133877,0.731049257
0,0,0,0,-3.352400212,-3.487328838,6.839729019,-53.65050142,52.73910674,0.9113946096
0,0,0,0,-3.341098273,-3.49842642,6.839524662,-53.7069834,52.67948749,1.027495833
0,0,0,0,-3.316428197,-3.522566493,6.838994659,-53.82940263,52.54891386,1.280488697
0,0,0,0,-3.293115312,-3.545273315,6.838388596,-53.94399563,52.42497739,1.519018177
0,0,0,0,-3.27605614,-3.561824605,6.837880714,-54.02718088,52.33395275,1.693228061
0,0,0,0,-3.199461485,-3.635475162,6.834936616,-54.39379221,51.92181226,2.471979874
0,0,0,0,-2.768089946,-4.030858947,6.798948863,-56.25717698,49.4999508,6.757226105
0,0,0,0,-2.712699936,-4.079343171,6.792043076,-56.47274147,49.17711346,7.295627942
0,0,0,0,-2.275446218,-4.444961334,6.720407522,-57.99681958,46.53967407,11.45714544
0,0,0,0,-0.9365328945,-5.392303112,6.328835978,-60.87703805,37.56992242,23.30711557
