A,B,C,G,Va,Vb,Vc,Ia,Ib,Ic
1,1,1,0,-0.05912487372,0.03478860358,0.02433661887,59.17705404,-34.34693627,-24.83011787
1,1,1,0,-0.05941226099,0.03031560953,0.02909700129,59.41674204,-29.84821277,-29.56852937
1,1,1,0,-0.05867854692,0.02133468775,0.03734421088,58.59623819,-20.83085267,-37.76538562
1,1,1,0,-0.0564860471,0.0122951822,0.04419121757,56.3195937,-11.76655669,-44.55303709
1,1,1,0,-0.04970706465,-0.003411501658,0.05311892071,49.41265735,3.951417596,-53.36407498
1,1,1,0,-0.03717895298,-0.02172780004,0.05890710702,36.7617351,22.23102597,-58.99276112
1,1,1,0,-0.01603800633,-0.04185721573,0.05789557467,15.51993262,42.24655656,-57.76648913
1,1,1,0,0.007663672957,-0.05538119308,0.04771787013,-8.197316806,55.59302395,-47.39570707
1,1,1,0,0.02259366135,-0.05958371298,0.03699039942,-23.09506516,59.66291045,-36.56784521
1,1,1,0,0.04393743318,-0.05782319397,0.01388610399,-44.30977801,57.67077967,-13.36100155
1,1,1,0,0.04719299942,-0.05624674691,0.009054089723,-47.530458,56.05233761,-8.5218795
1,1,1,0,0.05450660282,-0.04994497833,-0.00456128614,-54.74361192,49.64180298,5.101809014
1,1,1,0,0.05704569738,-0.04598881547,-0.01105654459,-57.22752993,45.63968914,11.58784088
1,1,1,0,0.06028531506,-0.03503173386,-0.02525324631,-60.3375958,34.59099426,25.74660163
1,1,1,0,0.06055198148,-0.03101080594,-0.02954084149,-60.56027158,30.54729696,30.01297471
1,1,1,0,0.05384000339,-0.002939074247,-0.05090060239,-53.59266653,2.398351248,51.19431544
1,1,1,0,0.04561170072,0.01161864795,-0.05723002634,-45.25598909,-12.14941602,57.40540528
1,1,1,0,0.00971597941,0.04667984539,-0.05639551681,-9.182618331,-47.0206827,56.20330122
1,1,1,0,0.009367530556,0.04690067256,-0.05626789525,-8.83368549,-47.23904284,56.07272852
1,1,1,0,-0.0005503679581,0.05244337993,-0.05189270754,1.090522111,-52.70646634,51.61594442
1,1,1,0,-0.02325398142,0.05963028353,-0.03637600627,23.75071151,-59.69641416,35.94570285
1,1,1,0,-0.03431295884,0.05983263075,-0.025519381,34.75514706,-59.78377549,25.02862863
1,1,1,0,-0.04316555887,0.05767096672,-0.01450512153,43.53867159,-57.51773768,13.9790663
1,1,1,0,-0.04332741274,0.05760496588,-0.01427726692,43.69900103,-57.44969822,13.7506974
1,1,1,0,-0.04583931389,0.05642290281,-0.01058330414,46.18561091,-56.23543472,10.04982402
1,1,1,0,-0.04996547612,0.05368026212,-0.003714503829,50.2635702,-53.43848896,3.174918974
1,1,1,0,-0.05316648325,0.05055033465,0.00261642826,53.41385566,-50.25648563,-3.157369813
1,1,1,0,-0.05507389585,0.04799399393,0.007080179803,55.28485527,-47.66711557,-7.617739483
1,1,1,0,-0.05520247576,0.04779483561,0.007407917895,55.41070216,-47.46559231,-7.945109637
1,1,1,0,-0.05799944672,0.04197520568,0.01602451534,58.13489147,-41.58957114,-16.54532013
1,1,1,0,-0.05958831769,0.03501293869,0.02457564998,59.64119019,-34.57199936,-25.06919062
1,1,1,0,-0.05910341826,0.02121813032,0.03788555332,59.01750551,-20.71256028,-38.30494504
1,1,1,0,-0.05824026126,0.0170526634,0.0411878617,58.11379588,-16.53265912,-41.58113657
1,1,1,0,-0.05169274408,-0.0003597293373,0.05205273087,51.42255536,0.899098682,-52.32165385
1,1,1,0,-0.04948812875,-0.004493107222,0.05398149164,49.18451521,5.032034464,-54.21654948
1,1,1,0,-0.03966459466,-0.01908283791,0.05874768502,39.26236879,19.59461583,-58.85698443
1,1,1,0,-0.02526633506,-0.03448268066,0.05974926381,24.77905924,34.92485344,-59.70391251
1,1,1,0,-0.0108577519,-0.04570468971,0.05656268547,10.32688707,46.05740248,-56.38428938
1,1,1,0,0.007756261871,-0.05548948092,0.04773345522,-8.290021024,55.69770141,-47.4076802
1,1,1,0,0.02591590162,-0.05997592037,0.03406024841,-26.40237951,60.01887289,-33.61649318
1,1,1,0,0.03485046138,-0.05992483392,0.02507459844,-35.2899772,59.87495607,-24.58497867
1,1,1,0,0.04815722547,-0.05541269139,0.007255683662,-48.48234015,55.20197324,-6.719632906
1,1,1,0,0.05245525045,-0.05189638694,-0.0005586484602,-52.72211612,51.62189189,1.100224423
1,1,1,0,0.05429494323,-0.0497783822,-0.004516347342,-54.53086087,49.47379067,5.057070392
1,1,1,0,0.05743274497,-0.04453872499,-0.0128938094,-57.59691166,44.17502415,13.4218877
1,1,1,0,0.06024629988,-0.03192077281,-0.02832532232,-60.26578752,31.46198303,28.80380469
1,1,1,0,0.0602813149,-0.02966763299,-0.03061347811,-60.27661943,29.19750932,31.07911031
0,0,0,0,0.05648338201,-0.01000320524,-0.0464799805,-56.29478994,9.470146981,46.82464315
0,0,0,0,0.04904663543,0.006236484466,-0.05528292802,-50.82327926,-2.652261562,53.47554101
0,0,0,0,0.007342171709,0.08846689305,-0.09580887518,-46.62371481,-9.760780236,56.38449523
0,0,0,0,-0.2465944566,0.5887598785,-0.3421652338,-35.2691873,-24.65830776,59.92749526
0,0,0,0,-0.6867806032,1.455802768,-0.7690219684,-22.13282472,-37.40160251,59.53442742
0,0,0,0,-1.503680958,3.064679427,-1.560998244,-3.080923185,-50.37551878,53.45644217
0,0,0,0,-2.070766836,4.18145972,-2.110692624,8.202663884,-55.46874495,47.26608128
0,0,0,0,-2.459116653,4.946214846,-2.487097906,15.30028516,-57.67969585,42.3794109
0,0,0,0,-3.710051939,7.363669311,-3.653616986,34.96498596,-58.99239449,24.02740875
0,0,0,0,-4.065397028,7.926478915,-3.861081467,38.96614354,-58.10655612,19.1404128
0,0,0,0,-4.645824909,8.722752654,-4.076927273,44.23004559,-56.02995538,11.79991001
0,0,0,0,-5.497930977,9.699891053,-4.201959533,49.97501986,-51.99535089,2.020331267
0,0,0,0,-6.031992545,10.22541806,-4.193424929,52.67793567,-49.01809571,-3.659839725
0,0,0,0,-7.074675382,11.09959872,-4.024922678,56.38636169,-42.41603021,-13.97033123
0,0,0,0,-7.208301107,11.19873511,-3.990433337,56.72848945,-41.50253686,-15.22595235
0,0,0,0,-7.31292949,11.27444746,-3.9615173,56.97664612,-40.77725465,-16.19939122
0,0,0,0,-7.656476978,11.51151219,-3.855034518,57.67238603,-38.33518656,-19.33719921
0,0,0,0,-7.909490335,11.67505833,-3.765567279,58.0707427,-36.47859221,-21.59215024
0,0,0,0,-8.145141564,11.81914109,-3.673998797,58.356729,-34.70591572,-23.65081302
0,0,0,0,-9.297839488,12.41200731,-3.114167039,58.60135124,-25.44081654,-33.16053443
0,0,0,0,-9.551423681,12.51758118,-2.966156701,58.39900114,-23.26991229,-35.12908858
0,0,0,0,-10.51654047,12.8346269,-2.318085586,56.75572125,-14.55191116,-42.2038098
0,0,0,0,-11.13304869,12.96232335,-1.8292738,54.93568089,-8.577920054,-46.35776054
0,0,0,0,-11.79878509,13.02634777,-1.227561803,52.210659,-1.723528939,-50.48712975
0,0,0,0,-12.88774694,12.9277186,-0.03997078019,45.66390574,10.60815856,-56.27206398
0,0,0,0,-13.77462943,12.57897332,1.195656985,37.5777686,22.14553991,-59.72330817
0,0,0,0,-13.94536359,12.46987954,1.475484921,35.59100222,24.6019344,-60.19293627
0,0,0,0,-14.74134744,11.61749336,3.123854943,22.80806525,37.99687025,-60.80493513
0,0,0,0,-15.18286243,10.33365101,4.849212269,7.420731838,50.0438798,-57.46461125
0,0,0,0,-15.22456455,9.921586506,5.302978889,2.994204709,52.84378577,-55.83799008
0,0,0,0,-15.21849134,9.237356627,5.981135557,-3.968993867,56.6941331,-52.72513883
0,0,0,0,-15.16866076,8.773936883,6.394724723,-8.449697811,58.8187009,-50.36900269
0,0,0,0,-15.00199237,7.951693339,7.050299867,-15.99586687,61.76485971,-45.76899243
0,0,0,0,-14.93163464,7.69640077,7.235234707,-18.24256854,62.48444835,-44.2418794
0,0,0,0,-14.62664252,6.815659633,7.810983717,-25.67064777,64.31702557,-38.64637738
0,0,0,0,-14.15804658,5.792915259,8.365132145,-33.70124159,65.2564812,-31.55523917
0,0,0,0,-14.12440594,5.728238394,8.396168363,-34.18818682,65.27445912,-31.08627186
0,0,0,0,-14.04488593,5.578832631,8.466054115,-35.30359711,65.29734059,-29.99374304
0,0,0,0,-13.53281938,4.710898246,8.821921951,-41.52108154,64.9149329,-23.39385092
0,0,0,0,-12.48404244,3.266511444,9.217531803,-50.8357144,62.26882672,-11.43311182
0,0,0,0,-11.69359161,2.36683893,9.326753471,-55.91396809,59.22937365,-3.315405063
0,0,0,0,-11.31425564,1.977710471,9.336545962,-57.91212522,57.53752747,0.3745982514
0,0,0,0,-11.15807444,1.824526103,9.333549126,-58.66236235,56.80273064,1.85963221
0,0,0,0,-10.67593343,1.375453131,9.300481085,-60.73270524,54.40546095,6.327244802
0,0,0,0,-10.46413923,1.188891643,9.275248373,-61.53164344,53.29467325,8.236970697
0,0,0,0,-10.24079557,0.9988347504,9.241961603,-62.30516454,52.0874616,10.21770346
0,0,0,0,-9.70662476,0.5706681633,9.135957375,-63.88234265,49.05905663,14.82328654
0,0,0,0,-9.682484228,0.5521652652,9.130319741,-63.94485732,48.91769169,15.02716614
0,0,0,0,-9.672326373,0.5444009648,9.127926186,-63.9709413,48.85809483,15.11284698
0,0,0,0,-9.656119764,0.5320393437,9.124081198,-64.01228722,48.76287083,15.2494169
0,0,0,0,-8.910865816,-0.002653663006,8.913520251,-65.56404897,44.20560519,21.3584443
0,0,0,0,-8.81688891,-0.06551525986,8.882404941,-65.71243742,43.60690637,22.10553156
0,0,0,0,-7.679653611,-0.7488160724,8.428470446,-66.7045901,35.9581822,30.74640842
0,0,0,0,-7.621645974,-0.7799051318,8.401551867,-66.71608802,35.54854028,31.16754826
0,0,0,0,-7.406141027,-0.8922401556,8.298381943,-66.72588739,34.01041448,32.71547343
0,0,0,0,-6.795541414,-1.183437359,7.978979528,-66.47167454,29.51389837,36.9577767
0,0,0,0,-6.237443226,-1.414266593,7.65171057,-65.87108358,25.2245236,40.64656052
0,0,0,0,-5.77403385,-1.579702301,7.353736898,-65.09853338,21.53063926,43.56789465
0,0,0,0,-5.10128993,-1.775733439,6.87702411,-63.51565249,15.94802521,47.56762782
0,0,0,0,-3.945817983,-1.979139379,5.924958094,-59.40092822,5.703703242,53.69722552
0,0,0,0,-2.506746276,-1.94289469,4.449641683,-51.23352925,-8.452205622,59.68573542
0,0,0,0,-1.377770571,-1.581507801,2.959279075,-41.31452361,-21.12588287,62.44040703
0,0,0,0,-0.1705983159,-0.468520286,0.6391192854,-23.01438157,-38.00517619,61.01955831
0,0,0,0,0.154911648,0.2692910794,-0.4242020537,-13.43167539,-44.52352043,57.95519637
0,0,0,0,0.3104229847,1.157258149,-1.467680471,-3.157708289,-50.01872605,53.1764349
0,0,0,0,0.3179192561,1.57394159,-1.891860187,1.316167169,-51.94103835,50.62487174
0,0,0,0,0.1405566941,2.834408779,-2.974964827,13.79529038,-55.73122964,41.93593982
0,0,0,0,-0.05069860592,3.477130302,-3.426431057,19.63052878,-56.63444595,37.00391774
0,0,0,0,-0.6249050832,4.774203527,-4.149297819,30.42899676,-56.51037722,26.08138103
0,0,0,0,-2.292596494,7.076350274,-4.783753179,46.2704313,-49.46359067,3.193159929
0,0,0,0,-2.551580802,7.344564643,-4.792983244,47.78831664,-47.9509564,0.1626403131
0,0,0,0,-2.560981358,7.353986683,-4.793004727,47.84011131,-47.89454888,0.05443813764
0,0,0,0,-2.569615323,7.362621646,-4.793005725,47.88748536,-47.84265141,-0.04483338984
0,0,0,0,-2.571128246,7.364132901,-4.793004058,47.89576731,-47.83354862,-0.06221813043
0,0,0,0,-2.624608572,7.417203822,-4.792594653,48.18484317,-47.51009177,-0.6747508385
0,0,0,0,-2.717567797,7.507856059,-4.790287666,48.67055127,-46.94019287,-1.730357839
0,0,0,0,-2.791713604,7.5787442,-4.787030001,49.04307092,-46.47880508,-2.56426528
0,0,0,0,-2.988423406,7.76093854,-4.772514541,49.96972074,-45.22635788,-4.743362294
0,0,0,0,-3.002286304,7.773465499,-4.771178603,50.03174117,-45.136577,-4.895163614
0,0,0,0,-3.053432477,7.819334892,-4.765901824,50.2569118,-44.80364727,-5.453263971
0,0,0,0,-3.79383524,8.425789721,-4.631953898,52.91356187,-39.70254035,-13.21102098
0,0,0,0,-3.811716412,8.439177482,-4.627460487,52.96456095,-39.57315095,-13.39140947
0,0,0,0,-4.234300631,8.739451395,-4.505150185,54.00141842,-36.43491899,-17.5664989
0,0,0,0,-4.423195069,8.863946325,-4.44075068,54.36332676,-34.98342471,-19.37990151
0,0,0,0,-6.533597401,9.869130139,-3.335532182,54.39881015,-16.7890831,-37.60972652
0,0,0,0,-7.517930518,10.08960294,-2.571671878,51.84772044,-6.993192659,-44.85452725
0,0,0,0,-8.196967793,10.13440199,-1.937433657,48.98523007,0.3478922571,-49.3331218
0,0,0,0,-9.141666055,10.01229407,-0.870627484,43.11481184,11.58394373,-54.69875505
0,0,0,0,-9.996036834,9.631710275,0.3643270762,35.05082764,23.27319911,-58.32402623
0,0,0,0,-10.2165961,9.468181247,0.7484153647,32.30519658,26.66486163,-58.97005769
0,0,0,0,-10.26085952,9.430813358,0.8300466767,31.70798229,27.37176176,-59.07974353
0,0,0,0,-11.14708148,7.975524987,3.171556991,12.58535835,45.64557256,-58.2309304
0,0,0,0,-11.27790753,7.226081625,4.051826397,4.354412539,51.48347046,-55.83788249
0,0,0,0,-11.21553075,5.838365589,5.37716563,-9.357911188,58.99224336,-49.63433166
0,0,0,0,-10.63474019,3.840368566,6.794372082,-26.61207731,64.54810984,-37.936032
0,0,0,0,-10.39088547,3.2905652,7.100320722,-30.92988133,65.18865318,-34.25877133
0,0,0,0,-9.82618417,2.231930952,7.594253662,-38.75248685,65.42705634,-26.67456898
0,0,0,0,-9.500639813,1.708346755,7.792293498,-42.38154249,65.06435262,-22.68280962
0,0,0,0,-8.211091775,-0.00281938464,8.213911586,-53.06322349,61.556812,-8.493587997
0,0,0,0,-8.137381121,-0.08775287261,8.22513442,-53.54245981,61.28346378,-7.741003461
0,0,0,0,-7.725961981,-0.5418838432,8.267846246,-56.01368311,59.64604554,-3.632361921
0,0,0,0,-7.663295914,-0.6082577454,8.271554081,-56.36148372,59.38102151,-3.019537274
0,0,0,0,-7.374128475,-0.9056534162,8.27978231,-57.87549656,58.10866826,-0.2331711822
0,0,0,0,-7.361266361,-0.9185534373,8.279820217,-57.93948091,58.05025189,-0.1107704638
0,0,0,0,-7.348336689,-0.931493818,8.279830925,-58.00352077,57.99137675,0.01214452943
0,0,0,0,-7.343306062,-0.9365212073,8.279827687,-58.02836133,57.96842879,0.05993304802
0,0,0,0,-7.325189071,-0.954592277,8.279781766,-58.1174697,57.88559547,0.2318747375
0,0,0,0,-7.263905387,-1.015325852,8.279231656,-58.41484996,57.60321064,0.8116398327
0,0,0,0,-6.367586682,-1.838799678,8.206386769,-62.09990182,53.11575937,8.984142942
0,0,0,0,-5.907614266,-2.218393745,8.126008417,-63.54953454,50.57735051,12.97218453
0,0,0,0,-5.255221839,-2.711698525,7.966920766,-65.14171626,46.73269751,18.40901925
0,0,0,0,-4.114640076,-3.456593301,7.57123377,-66.71300116,39.38109636,27.33190529
0,0,0,0,-3.617213682,-3.736928358,7.35414243,-66.93791029,35.93886404,30.99904675
0,0,0,0,-3.185587071,-3.958716693,7.144304151,-66.91083332,32.83958864,34.07124518
0,0,0,0,-2.598827307,-4.228230465,6.827058154,-66.54214421,28.46016371,38.08198099
1,1,0,0,1.152101216,-6.403785514,5.251684369,-60.49851509,21.26491718,39.233598
1,1,0,0,-2.345426247,-2.420498908,4.765925254,-59.15119392,15.19315924,43.95803476
1,1,0,0,-2.023818881,-2.088947931,4.112766941,-56.69054311,7.693520073,48.99702312
1,1,0,0,-1.567821762,-1.618902473,3.186724395,-52.27020291,-2.013767973,54.28397097
1,1,0,0,-0.2427166233,-0.2528212626,0.4955380814,-35.19430449,-26.02400545,61.21831002
1,1,0,0,0.3271300377,0.3347084715,-0.6618383132,-26.29076966,-34.80358838,61.09435813
1,1,0,0,0.3443870488,0.3525015785,-0.6968884316,-26.0072409,-35.05573621,61.0629772
1,1,0,0,1.733246565,1.784633142,-3.517879582,-0.215370188,-52.41192542,52.62729574
1,1,0,0,2.203281898,2.269387602,-4.472669415,10.2058737,-56.61658011,46.41070653
1,1,0,0,2.657381139,2.737768902,-5.395150015,21.64961065,-59.32319332,37.67358279
1,1,0,0,3.016864376,3.10864359,-6.125508008,32.49842521,-59.70465907,27.20623398
1,1,0,0,3.09799222,3.192359044,-6.290351326,35.38272216,-59.36172171,23.97899967
1,1,0,0,3.266117428,3.36591446,-6.632032009,42.62394242,-57.40869741,14.7847551
1,1,0,0,3.286378087,3.386840587,-6.673218805,43.73460481,-56.93918851,13.20458381
1,1,0,0,3.290134687,3.390721057,-6.680855877,43.95185931,-56.84100147,12.88914227
1,1,0,0,3.29921783,3.400104543,-6.69932251,44.49511183,-56.58594503,12.09083331
1,1,0,0,3.351305715,3.453959993,-6.805265889,48.60393447,-54.14649393,5.542559569
1,1,0,0,3.364432977,3.467652183,-6.832085383,52.14809263,-51.06590818,-1.082184354
